Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
A114,Charlotte Mason College (Kallangur),Non-State School,Open,,,Prep Year,Year 10,Principal,,,www.cmc.qld.edu.au,0437 453 910,,,,30 Narangba Road,Kallangur,4503,PO Box 546,Kallangur,,4503,North Coast,Dickson,Murrumba,Moreton Bay (R),Dakabin - Kallangur,314021388,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.978832,-27.250754
5792,Chinchilla Christian College (Chinchilla),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.chinchillacc.qld.edu.au,(07) 4668 9777,,(07) 4668 9770,,88 Oak Street,Chinchilla,4413,PO Box 242,Chinchilla,,4413,Darling Downs South West,Maranoa,Callide,Western Downs (R),Chinchilla,307011172,Outer Regional Australia,,,,0.00,,,Non-State,Independent,150.641055,-26.737896
5380,Chisholm Catholic College (Cornubia),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.chisholm.qld.edu.au,(07) 3209 0700,,(07) 3287 6291,,204 California Creek Road,Cornubia,4130,Po Box 3078,Loganholme,,4129,South East,Forde,Macalister,Logan (C),Cornubia - Carbrook,311051324,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.204515,-27.666326
5106,Christ the King Catholic Primary School (Deception Bay),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.christthekingdbay.qld.edu.au,(07) 3203 2164,N,(07) 3204 2330,,54 Thompson Street,Deception Bay,4508,54 Thompson Street,Deception Bay,,4508,North Coast,Petrie,Bancroft,Moreton Bay (R),Deception Bay,313041373,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.020804,-27.180497
5003,Christ the King School (Graceville),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ctk.qld.edu.au,(07) 3379 7872,N,(07) 3379 9534,,7 Randolph Street,Graceville,4075,7 Randolph Street,Graceville,,4075,Metropolitan,Moreton,Miller,Brisbane (C),Chelmer - Graceville,304031092,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.977405,-27.519745
5871,Citipointe Christian College (Carindale),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.citipointe.qld.edu.au,(07) 3347 5899,,(07) 3347 5900,,322 Wecker Road,Carindale,4152,322 Wecker Road,Carindale,,4152,Metropolitan,Bonner,Mansfield,Brisbane (C),Mansfield (Qld),303031062,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.113205,-27.534843
5376,Clairvaux Mackillop College (Upper Mount Gravatt),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.cvxmck.edu.au,(07) 3347 9200,N,(07) 3347 9211,,Klumpp Road,Upper Mount Gravatt,4122,PO Box 349,Mount Gravatt,,4122,Metropolitan,Bonner,Mansfield,Brisbane (C),Upper Mount Gravatt,303031065,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.077876,-27.552819
5466,Clayfield College (Clayfield),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.clayfield.qld.edu.au,(07) 3262 0262,,(07) 3262 0225,,23 Gregory Street,Clayfield,4011,PO Box 387,Clayfield,,4011,Metropolitan,Brisbane,Clayfield,Brisbane (C),Clayfield,305031122,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.051935,-27.420201
1653,Columba Catholic College (Hackett Tce- Charters Towers),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.columba.catholic.edu.au,(07) 4787 1744,,(07) 4787 4986,,6-8 Hackett Terrace,Charters Towers,4820,PO Box 274,Charters Towers,,4820,North Queensland,Kennedy,Traeger,Charters Towers (R),Charters Towers,318011462,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.272891,-20.061444
5498,Concordia Lutheran College (Stephen St - Toowoomba),Non-State School,Open,,,Year 7,Year 12,Head of College,,,www.concordia.qld.edu.au,(07) 4688 2700,N,(07) 4688 2799,,154 Stephen Street,Toowoomba,4350,154 Stephen Street,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Drayton - Harristown,317011447,Inner Regional Australia,,,,0.00,,,Non-State,Independent,151.929904,-27.573254
5855,Cooloola Christian College (Gympie),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.ccc.qld.edu.au,(07) 5481 1000,,(07) 5483 6299,,1 College Road,Gympie,4570,PO Box 1355,Gympie,,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie - South,319031513,Inner Regional Australia,,,,0.00,,,Non-State,Independent,152.642124,-26.198173
5414,Coolum Beach Christian College (Coolum Beach),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.cbcc.qld.edu.au,(07) 5446 4780,,(07) 5446 4893,,2 Arcoona Road,Coolum Beach,4573,PO Box 480,Coolum Beach,,4573,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Eumundi - Yandina,316071547,Inner Regional Australia,,,,0.00,,,Non-State,Independent,153.047226,-26.535421
0594,Coomera Anglican College (Upper Coomera),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.cac.qld.edu.au,(07) 5585 9900,,(07) 5585 9911,,8 Days Road,Upper Coomera,4209,PO Box 457,Upper Coomera,,4209,South East,Forde,Coomera,Gold Coast (C),Upper Coomera - Willow Vale,309071258,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.305543,-27.858492
5583,Dalby Christian College (Dalby),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.dalbycc.qld.edu.au,(07) 4672 4222,,(07) 4669 8276,,14 Irvingdale Road,Dalby,4405,14 Irvingdale Road,Dalby,,4405,Darling Downs South West,Maranoa,Warrego,Western Downs (R),Wambo,307021183,Inner Regional Australia,,,,0.00,,,Non-State,Independent,151.278027,-27.172244
5482,Darling Downs Christian School (Toowoomba),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.ddcs.qld.edu.au,(07) 4659 1111,N,(07) 4659 1199,,451 McDougall Street,Toowoomba,4350,451 McDougall Street,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Toowoomba - West,317011458,Inner Regional Australia,,,,0.00,,,Non-State,Independent,151.905457,-27.569380
A974,Darlingia Forest School (East Innisfail),Non-State School,Open,,,Prep Year,Year 4,Principal,,,darlingia.org,0481 430 585,,,,89 Mourilyan Road,East Innisfail,4860,89 Mourilyan Road,East Innisfail,,4860,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Innisfail,306031159,Outer Regional Australia,,,,,,,Non-State,Independent,146.032999,-17.533719
5637,Deception Bay Flexible Learning Centre (Grosvenor Tce & Silver St - Deception Bay),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.ereafsn.edu.au,(07) 3204 2200,,(07) 3293 4046,,17 Silver Street,Deception Bay,4508,PO Box 531,Deception Bay,,4508,North Coast,Petrie,Bancroft,Moreton Bay (R),Deception Bay,313041373,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.030166,-27.191021
B030,Desert Mob Silver Lining School (Barcaldine),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.silverlining.org.au,,,,,69 Acacia Street,Barcaldine,4725,69 Acacia Street,Barcaldine,,4725,Central Queensland,Maranoa,Gregory,Barcaldine (R),Barcaldine - Blackall,315031408,Very Remote Australia,,,,,,,Non-State,Independent,145.288390,-23.560023
9729,Discovery Christian College (Agnes Water),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.discovery.qld.edu.au,(07) 4974 7336,,,,2873 Round Hill Road,Agnes Water,4677,PO Box 198,Agnes Water,,4677,North Coast,Flynn,Burnett,Gladstone (R),Agnes Water - Miriam Vale,308051530,Outer Regional Australia,,,,0.00,,,Non-State,Independent,151.893306,-24.220044
B094,Djarragun College,Non-State School,Open,,,Prep Year,Year 12,Executive Principal,,,www.djarragun.qld.edu.au,(07) 4043 3777,,,,1 Maher Road,Gordonvale,4865,1 Maher Road,Gordonvale,,4865,Far North Queensland,Kennedy,Mulgrave,Cairns (R),Gordonvale - Trinity,306021148,Outer Regional Australia,,,,,,,Non-State,Independent,145.776850,-17.080190
5395,Downlands College (Toowoomba),Non-State School,Open,,,Year 4,Year 12,Principal,,,www.downlands.qld.edu.au,(07) 4690 9500,,(07) 4690 9610,,72 Ruthven Street,Toowoomba,4350,PO Box 250,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),North Toowoomba - Harlaxton,317011454,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.957669,-27.535344
2288,Emerald Christian College (Emerald),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.ecc.qld.edu.au,(07) 4982 0977,,(07) 4982 0244,,6373 Gregory Highway,Emerald,4720,PO Box 1993,Emerald,,4720,Central Queensland,Flynn,Gregory,Central Highlands (R),Emerald,308011192,Outer Regional Australia,,,,0.00,,,Non-State,Independent,148.170844,-23.552873
0367,Emmanuel Catholic Primary School (Mount Pleasant),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ecps.qld.edu.au,(07) 4942 5999,N,(07) 4942 5225,,Baxter Drive,Mount Pleasant,4740,PO Box 8064,Mount Pleasant,,4740,Central Queensland,Dawson,Mackay,Mackay (R),Mount Pleasant - Glenella,312021348,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,149.157288,-21.110706
5814,Emmanuel College (Carrara),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.emmanuel.qld.edu.au,(07) 5561 4000,,(07) 5561 4011,,Birmingham Road,Carrara,4211,Locked Bag No 5,Nerang,,4211,South East,Moncrieff,Gaven,Gold Coast (C),Carrara,309061246,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.369536,-28.016537
2358,Emmaus College (Jimboomba),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.emmausjimboomba.qld.edu.au,(07) 5547 9990,,(07) 5546 9903,,48 East Street,Jimboomba,4280,PO Box 539,Jimboomba,,4280,South East,Wright,Logan,Logan (C),Jimboomba,311041321,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,153.037962,-27.833973
5408,Emmaus College (Park Avenue),Non-State School,Open,,,Year 10,Year 12,Principal,,,www.emmaus.qld.edu.au,(07) 4923 5700,,(07) 4923 5716,,185 Main Street,Park Avenue,4701,PO Box 5799,Central Queensland MC,,4702,Central Queensland,Capricornia,Rockhampton,Rockhampton (R),Park Avenue,308031214,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,150.521430,-23.350242
7107,Endeavour Christian College (Cooktown),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.endeavour.qld.edu.au,(07) 4082 0600,,,,12 Charles Street,Cooktown,4895,PO Box 110,Cooktown,,4895,Far North Queensland,Leichhardt,Cook,Cook (S),Cape York,315011396,Remote Australia,,,,0.00,,,Non-State,Independent,145.254912,-15.482271
A736,Enkindle Village School (Douglas),Non-State School,Open,,,Prep Year,Year 5,Principal,,,www.enkindleschool.com.au,0429 704 907,,,"Building 30, JCU",James Cook Drive,Douglas,4814,"Building 30, James Cook University",James Cook Drive,Douglas,4814,North Queensland,Herbert,Mundingburra,Townsville (C),Douglas,318021474,Outer Regional Australia,,,,0.00,,,Non-State,Independent,146.757110,-19.329850
5473,Fairholme College (Toowoomba),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.fairholme.qld.edu.au,(07) 4688 4688,,(07) 4688 4694,,40 Wirra Wirra Street,Toowoomba,4350,PO Box 688,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),Toowoomba - East,317011457,Inner Regional Australia,,,,0.00,,,Non-State,Independent,151.977165,-27.555323
0736,Faith Baptist Christian School (Burua),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.faithbaptistchurch.com.au,(07) 4978 2850,,(07) 4978 2420,,1315 Dawson Highway,Burua,4680,PO Box 7045,Kin Kora,,4680,Central Queensland,Flynn,Gladstone,Gladstone (R),Gladstone Hinterland,308051535,Inner Regional Australia,,,,0.00,,,Non-State,Independent,151.219937,-23.936130
B034,Faith Christian School of Distance Education (Underwood),Non-State School,Open,,,Prep Year,Year 12,Principal,,,,,,,Unit 2,6-12 Graham Street,Underwood,4119,Unit 2,6 - 12 Graham Street,,4119,Metropolitan,Rankin,Waterford,Logan (C),Underwood,311061335,Major Cities of Australia,,,,,,,Non-State,Independent,153.108330,-27.618360
2222,Faith Lutheran College - Plainland (Plainland),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.faithlc.qld.edu.au,(07) 5466 9900,N,(07) 5466 9911,,5 Faith Avenue,Plainland,4341,5 Faith Avenue,Plainland,,4341,Darling Downs South West,Wright,Lockyer,Lockyer Valley (R),Lockyer Valley - East,310021280,Inner Regional Australia,,,,0.00,,,Non-State,Independent,152.416193,-27.568044
5763,Faith Lutheran College - Redlands (Victoria Point),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.faithlutheran.qld.edu.au,(07) 3820 5500,,(07) 3820 5511,,132 Link Road,Victoria Point,4165,PO Box 5400,Victoria Point,,4165,South East,Bowman,Redlands,Redland (C),Victoria Point,301021013,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.293386,-27.584875
0005,Fraser Coast Anglican College (Wondunna),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.fcac.qld.edu.au,(07) 4124 5411,N,(07) 4124 5833,,Doolong South Road,Wondunna,4655,PO Box 1150,Hervey Bay,,4655,North Coast,Hinkler,Hervey Bay,Fraser Coast (R),Urangan - Wondunna,319041521,Inner Regional Australia,,,,0.00,,,Non-State,Independent,152.852598,-25.317102
5887,Freshwater Christian College (Brinsmead),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.freshwatercc.qld.edu.au,(07) 4055 1337,,(07) 4055 1930,,369-401 Brinsmead Road,Brinsmead,4870,PO Box 643,Redlynch,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Brinsmead,306011138,Outer Regional Australia,,,,0.00,,,Non-State,Independent,145.708225,-16.892546
5592,Genesis Christian College (Bray Park),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.genesis.qld.edu.au,(07) 3882 9000,,(07) 3882 1581,,10 - 16 Youngs Crossing Road,Bray Park,4500,PO Box 5206,Brendale,,4500,North Coast,Dickson,Kurwongbah,Moreton Bay (R),Bray Park,314031391,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.953968,-27.288804
5328,Gilroy Santa Maria College (Ingham),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.gilroysm.catholic.edu.au,(07) 4776 2888,,(07) 4776 3758,,17 Chamberlain Street,Ingham,4850,PO Box 1013,Ingham,,4850,North Queensland,Kennedy,Hinchinbrook,Hinchinbrook (S),Ingham,318011464,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.155588,-18.644506
2257,Glasshouse Christian College (Beerwah),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.glasshouse.qld.edu.au,(07) 5439 0033,,(07) 5439 0044,,58 Roberts Road,Beerwah,4519,PO Box 384,Beerwah,,4519,North Coast,Fisher,Caloundra,Sunshine Coast (R),Beerwah,316061439,Inner Regional Australia,,,,0.00,,,Non-State,Independent,152.951870,-26.861627
0741,Glenvale Christian School (Glenvale),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.gcs.qld.edu.au,(07) 4634 0113,,(07) 4634 0114,,623-661 Boundary Street,Glenvale,4350,623-661 Boundary Street,Toowoomba,,4350,Darling Downs South West,Groom,Condamine,Toowoomba (R),Toowoomba - West,317011458,Inner Regional Australia,,,,0.00,,,Non-State,Independent,151.900098,-27.561025
5477,Gold Coast Christian College (Reedy Creek),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.goldcoastchristiancollege.qld.edu.au,(07) 5593 4571,,(07) 5593 8538,,7-9 Bridgman Drive,Reedy Creek,4227,7-9 Bridgman Drive,Reedy Creek,,4228,South East,Mcpherson,Mudgeeraba,Gold Coast (C),Reedy Creek - Andrews,309051245,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.400256,-28.103771
5437,Good Counsel College (Innisfail),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.gcc.qld.edu.au,(07) 4063 5300,,(07) 4061 4659,,66 Owen Street,Innisfail,4860,PO Box 839,Innisfail,,4860,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Innisfail,306031159,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.028513,-17.520798
5263,Good Counsel Primary School (Innisfail),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.gcps.qld.edu.au,(07) 4061 2994,,(07) 4061 2271,,96 Rankin Street,Innisfail,4860,96 Rankin Street,Innisfail,,4860,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Innisfail,306031159,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.028891,-17.521294
5768,Good News Lutheran School (Middle Park),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.gnls.qld.edu.au,(07) 3373 4400,,(07) 3376 2858,,49 Horizon Drive,Middle Park,4074,PO Box 184,Mount Ommaney,,4074,Metropolitan,Oxley,Mount Ommaney,Brisbane (C),Middle Park - Jamboree Heights,304011082,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.927692,-27.555300
A106,Good Samaritan Catholic College (Bli Bli),Non-State School,Open,,,Prep Year,Year 9,Principal,,,www.goodsamaritan.qld.edu.au,(07) 5374 8800,,,,185 Parklakes Drive,Bli Bli,4560,PO Box 400,Bli Bli,,4560,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Bli Bli,316071545,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.020970,-26.596180
2367,Good Samaritan College (Toowoomba),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.gsctwb.catholic.edu.au,(07) 4638 9807,,(07) 4613 1999,,63 Ruthven Street,Toowoomba,4350,PO Box 169,Harlaxton,,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),North Toowoomba - Harlaxton,317011454,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.955281,-27.533144
5421,Good Shepherd Catholic College (Mount Isa),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.goodshepherd.catholic.edu.au,(07) 4743 2509,,(07) 4743 5013,,Cnr Mary and Camooweal Streets,Mount Isa,4825,PO Box 1542,Mount Isa,,4825,North Queensland,Kennedy,Traeger,Mount Isa (C),Mount Isa,315021405,Remote Australia,,,,0.00,,,Non-State,Catholic,139.494530,-20.722087
7612,Good Shepherd Catholic Primary School (Springfield Lakes),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.goodshepherd.qld.edu.au,(07) 3437 5000,,(07) 3437 5199,,58 Opperman Drive,Springfield Lakes,4300,PO Box 4317,Springfield,,4300,Metropolitan,Blair,Jordan,Ipswich (C),Springfield Lakes,310041304,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.910131,-27.695975
0308,Good Shepherd Catholic School (Rasmussen),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.gstsv.catholic.edu.au,(07) 4774 0477,,(07) 4774 0023,,65 Allambie Lane,Rasmussen,4815,PO Box 10006,Rasmussen,,4815,North Queensland,Herbert,Thuringowa,Townsville (C),Condon - Rasmussen,318021471,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.724480,-19.364326
5161,Good Shepherd Christian School (Albany Creek),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.gscs.qld.edu.au,(07) 3264 2655,,(07) 3264 5189,,185 Old Northern Road,Albany Creek,4035,185 Old Northern Road,Albany Creek,,4035,Metropolitan,Dickson,Everton,Moreton Bay (R),Albany Creek,314011382,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.965516,-27.343939
5520,Good Shepherd Lutheran College (Noosaville),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.gslc.qld.edu.au,(07) 5455 8600,N,(07) 5449 8086,,115 Eumundi Road,Noosaville,4566,PO Box 1288,Noosaville DC,,4566,North Coast,Wide Bay,Noosa,Noosa (S),Noosaville,316051435,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.049301,-26.408584
A659,Goora Gan Steiner School (Agnes Water),Non-State School,Open,,,Prep Year,Year 6,Facilitator,,,www.gooragansteiner.qld.edu.au,(07) 4974 7734,,,,1 Surf Club Avenue,Agnes Water,4677,PO Box 386,Agnes Water,,4677,North Coast,Flynn,Burnett,Gladstone (R),Agnes Water - Miriam Vale,308051530,Outer Regional Australia,,,,0.00,,,Non-State,Independent,151.894370,-24.195330
5780,Grace Lutheran College (Rothwell),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.glc.qld.edu.au,(07) 3203 0066,,(07) 3897 2188,,Anzac Avenue and Mewes Road,Rothwell,4022,PO Box 3181,Clontarf DC,,4019,North Coast,Petrie,Murrumba,Moreton Bay (R),Rothwell - Kippa-Ring,313051380,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.056764,-27.218266
5760,Grace Lutheran Primary School (Clontarf),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.graceprimary.qld.edu.au,(07) 3283 0011,N,(07) 3283 0012,,38 Maine Road,Clontarf,4019,PO Box 3099,Clontarf DC,,4019,North Coast,Petrie,Redcliffe,Moreton Bay (R),Clontarf,313051377,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.089639,-27.254208
1860,Groves Christian College (Laughlin St - Kingston),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.groves.qld.edu.au,(07) 3380 5800,,,,70 Laughlin Street,Kingston,4114,PO Box 27,Kingston,,4114,South East,Rankin,Woodridge,Logan (C),Kingston (Qld.),311061330,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.109923,-27.660937
