Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
0777,Barkly Highway State School,State School,Open,,,Early Childhood,Year 6,Principal,05,17 June 2022,www.barklyhighwayss.eq.edu.au,(07) 4437 3633,N,,,3-17 Bougainville Street,Soldiers Hill,4825,PO Box 2214,Mount Isa,,4825,North Queensland,Kennedy,Traeger,Mount Isa (C),Mount Isa,315021405,Remote Australia,2022 February,316.00,,9.00,,65846809331,State,,139.489312,-20.707670
3056,Barrett Adolescent Centre Special School,Specific Purpose School,Open,,,Year 7,Year 12,Principal,03,10 August 2022,www.barrettadolescentcentreschool.eq.edu.au,(07) 3373 3344,N,,,38 Lofter Street,Tennyson,4105,PO Box 3225,Yeronga,,4104,Metropolitan,Moreton,Miller,Brisbane (C),Yeronga,303021059,Major Cities of Australia,2022 February,28.00,,0.00,,95170964246,State,,153.003241,-27.527284
1730,Bartle Frere State School,State School,Open,,,Prep Year,Year 6,Principal,01,15 July 2022,www.bartlefreress.eq.edu.au,(07) 4067 6240,N,(07) 4067 6398,,29 Price Road,Bartle Frere,4861,PO Box 62,Miriwinni,,4871,Far North Queensland,Kennedy,Hill,Cairns (R),Babinda,306031158,Outer Regional Australia,2022 February,7.00,,0.00,,86987501236,State,,145.885217,-17.444645
0387,Bauhinia State School,State School,Open,,,Early Childhood,Year 6,Principal,02,13 May 2022,www.bauhiniass.eq.edu.au,(07) 4996 4150,N,(07) 4996 4182,,11559 Fitzroy Development Road,Bauhinia,4718,MS 2133,Moura,,4718,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - East,308011190,Remote Australia,2022 February,15.00,,2.00,,79025085307,State,,149.296066,-24.566682
0966,Bauple State School,State School,Open,,,Prep Year,Year 6,Principal,01,20 May 2022,www.baupless.eq.edu.au,(07) 4193 8222,N,(07) 4129 2523,,44 Forestry Road,Bauple,4650,44 Forestry Road,Bauple,,4650,North Coast,Wide Bay,Gympie,Fraser Coast (R),Maryborough Region - South,319051525,Inner Regional Australia,2022 February,25.00,,0.00,,25408118513,State,,152.622887,-25.812184
1798,Bay View State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.bayviewss.eq.edu.au,(07) 3206 5222,N,(07) 3206 0511,,77 Ziegenfusz Road,Thornlands,4164,77 Ziegenfusz Road,Thornlands,,4164,South East,Bowman,Redlands,Redland (C),Thornlands,301021012,Major Cities of Australia,2022 February,744.00,,0.00,,98718283819,State,,153.261816,-27.563749
1961,Beachmere State School,State School,Open,,,Prep Year,Year 6,Principal,04,08 August 2022,www.beachmeress.eq.edu.au,(07) 5433 9222,N,,,James Road,Beachmere,4510,James Road,Beachmere,,4510,North Coast,Longman,Pumicestone,Moreton Bay (R),Beachmere - Sandstone Point,313011362,Major Cities of Australia,2022 February,314.00,,0.00,,82439360912,State,,153.047690,-27.131538
1672,Beaconsfield State School,State School,Open,,,Prep Year,Year 6,Principal,05,16 June 2022,www.beaconsfieldss.eq.edu.au,(07) 4969 2222,N,,,Nadina Street,Beaconsfield,4740,PO Box 8823,Mount Pleasant,,4740,Central Queensland,Dawson,Mackay,Mackay (R),Andergrove - Beaconsfield,312021342,Inner Regional Australia,2022 February,454.00,,0.00,,34324377664,State,,149.171331,-21.093329
2083,Beaudesert State High School,State High School,Open,,,Year 7,Year 12,Principal,08,08 August 2022,www.beaudesertshs.eq.edu.au,(07) 5542 9111,N,,,271-297 Brisbane Street,Beaudesert,4285,PO Box 104,Beaudesert,,4285,South East,Wright,Scenic Rim,Scenic Rim (R),Beaudesert,311011305,Inner Regional Australia,2022 February,1332.00,,0.00,,34885527532,State,,152.997001,-27.970749
0158,Beaudesert State School,State School,Open,,,Early Childhood,Year 6,Principal,05,08 August 2022,www.beaudesertss.eq.edu.au,(07) 5540 1111,N,(07) 5540 1100,,17 Tina Street,Beaudesert,4285,PO Box 182,Beaudesert,,4285,South East,Wright,Scenic Rim,Scenic Rim (R),Beaudesert,311011305,Inner Regional Australia,2022 February,538.00,,11.00,,29200301809,State,,153.002363,-27.988875
1019,Bedourie State School,State School,Open,,,Early Childhood,Year 6,Principal,01,02 September 2022,www.bedouriess.eq.edu.au,(07) 4746 1224,Y,,,Timor Street,Bedourie,4829,Timor Street,Bedourie,,4829,Central Queensland,Maranoa,Gregory,Diamantina (S),Far Central West,315031410,Very Remote Australia,2022 February,9.00,,2.00,,73080498741,State,,139.471353,-24.360325
0681,Beechmont State School,State School,Open,,,Prep Year,Year 6,Principal,03,26 August 2022,www.beechmontss.eq.edu.au,(07) 5545 9100,N,(07) 5545 9199,,1922 Beechmont Road,Beechmont,4211,1922 Beechmont Road,Beechmont,,4211,South East,Wright,Scenic Rim,Scenic Rim (R),Tamborine - Canungra,309041242,Inner Regional Australia,2022 February,116.00,,0.00,,11080317028,State,,153.185673,-28.124860
3051,Beenleigh Special School,Special School,Open,,,Prep Year,Year 12,Principal,07,08 August 2022,www.beenleighspecs.eq.edu.au,(07) 3380 1111,N,(07) 3380 1100,,52-74 Mount Warren Boulevard,Mount Warren Park,4207,52-74 Mount Warren Boulevard,Mount Warren Park,,4207,South East,Forde,Macalister,Logan (C),Mount Warren Park,311021309,Major Cities of Australia,2022 February,281.00,,0.00,,98650906211,State,,153.201150,-27.724668
2084,Beenleigh State High School,State High School,Open,,,Year 7,Year 12,Principal,09,08 August 2022,www.beenleighshs.eq.edu.au,(07) 3442 3777,N,(07) 3442 3700,,Alamein Street,Beenleigh,4207,PO Box 29,Beenleigh,,4207,South East,Forde,Macalister,Logan (C),Beenleigh,311021306,Major Cities of Australia,2022 February,1323.00,,0.00,,36642680210,State,,153.204418,-27.715327
0006,Beenleigh State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.beenleighss.eq.edu.au,(07) 3386 2333,N,(07) 3386 2300,,22 James Street,Beenleigh,4207,PO Box 246,Beenleigh,,4207,South East,Forde,Macalister,Logan (C),Beenleigh,311021306,Major Cities of Australia,2022 February,427.00,,0.00,,16252717288,State,,153.199788,-27.717928
1598,Beerburrum State School,State School,Open,,,Prep Year,Year 6,Principal,02,27 May 2022,www.beerburrumss.eq.edu.au,(07) 5439 5222,N,(07) 5496 0321,,8 Beerburrum Road,Beerburrum,4517,8 Beerburrum Road,Beerburrum,,4517,North Coast,Fisher,Glass House,Sunshine Coast (R),Glass House Mountains,316061441,Inner Regional Australia,2022 February,63.00,,0.00,,47475425972,State,,152.957276,-26.956986
2109,Beerwah State High School,State High School,Open,,,Year 7,Year 12,Principal,06,27 May 2022,www.beerwahshs.eq.edu.au,(07) 5436 5333,N,,,35 Roberts Road,Beerwah,4519,PO Box 198,Beerwah,,4519,North Coast,Fisher,Caloundra,Sunshine Coast (R),Beerwah,316061439,Inner Regional Australia,2022 February,909.00,,0.00,,93096910678,State,,152.954038,-26.862792
0569,Beerwah State School,State School,Open,,,Early Childhood,Year 6,Principal,04,27 May 2022,www.beerwahss.eq.edu.au,(07) 5436 5555,N,,,2788 Old Gympie Road,Beerwah,4519,PO Box 140,Beerwah,,4519,North Coast,Fisher,Caloundra,Sunshine Coast (R),Beerwah,316061439,Inner Regional Australia,2022 February,240.00,,6.00,,36618819288,State,,152.939936,-26.855415
0187,Begonia State School,State School,Open,,,Early Childhood,Year 6,Principal,01,08 August 2022,www.begoniass.eq.edu.au,(07) 4625 7445,N,,,4233 Begonia Rd,Begonia Via St George,4487,4233 Begonia Rd,Begonia Via St George,,4487,Darling Downs South West,Maranoa,Warrego,Maranoa (R),Roma Region,307011177,Remote Australia,2022 February,10.00,,1.00,,37945621979,State,,148.324991,-27.491787
0509,Belgian Gardens State School,State School,Open,,,Prep Year,Year 6,Principal,05,04 July 2022,www.belgiangardensss.eq.edu.au,(07) 4417 1333,N,(07) 4772 5553,,43 Potts Street,Belgian Gardens,4810,43 Potts Street,Belgian Gardens,,4810,North Queensland,Herbert,Townsville,Townsville (C),Belgian Gardens - Pallarenda,318021469,Outer Regional Australia,2022 February,589.00,,0.00,,43657227376,State,,146.792881,-19.250797
0781,Bell State School,State School,Open,,,Early Childhood,Year 10,Principal,03,01 April 2022,www.bellss.eq.edu.au,(07) 4679 2333,N,(07) 4663 1249,,90 Dennis Street,Bell,4408,90 Dennis Street,Bell,,4408,Darling Downs South West,Maranoa,Callide,Western Downs (R),Wambo,307021183,Outer Regional Australia,2022 February,98.00,,12.00,,77328128659,State,,151.452992,-26.939739
9322,Bellbird Park State Secondary College,State High School,Open,,,Year 7,Year 12,Principal,08,13 May 2022,www.bellbirdparkssc.eq.edu.au,(07) 3819 7222,N,(07) 3819 7200,,2 Alesana Drive,Bellbird Park,4300,2 Alesana Drive,Bellbird Park,,4300,Metropolitan,Oxley,Bundamba,Ipswich (C),Bellbird Park - Brookwater,310041296,Major Cities of Australia,2022 February,1719.00,,0.00,,86764949810,State,,152.883787,-27.640517
1768,Bellenden Ker State School,State School,Open,,,Prep Year,Year 6,Principal,01,15 July 2022,www.bellendenkerss.eq.edu.au,(07) 4067 5292,N,,,Harvey Creek Road,Bellenden Ker,4871,PO Box 199,Babinda,,4861,Far North Queensland,Kennedy,Hill,Cairns (R),Babinda,306031158,Outer Regional Australia,2022 February,6.00,,0.00,,51168391235,State,,145.925126,-17.266693
1925,Bellevue Park State School,State School,Open,,,Prep Year,Year 6,Principal,05,26 August 2022,www.bellevueparkss.eq.edu.au,(07) 5504 8222,N,(07) 5597 3939,,Sapium Road,Ashmore,4214,Sapium Road,Southport,,4215,South East,Moncrieff,Southport,Gold Coast (C),Ashmore,309091263,Major Cities of Australia,2022 February,676.00,,0.00,,97237136627,State,,153.396254,-27.995615
9319,Bellmere State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.bellmeress.eq.edu.au,(07) 5498 0666,N,,,176 Dobson Lane,Bellmere,4510,PO Box 200,Morayfield,,4506,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture - South,313021366,Major Cities of Australia,2022 February,684.00,,0.00,,59166902188,State,,152.915833,-27.093611
0226,Belmont State School,State School,Open,,,Prep Year,Year 6,Principal,06,10 August 2022,www.belmontss.eq.edu.au,(07) 3843 9333,N,(07) 3843 9300,,Old Cleveland Road,Carindale,4152,Old Cleveland Road,Carindale,,4152,Metropolitan,Bonner,Chatsworth,Brisbane (C),Carindale,303011051,Major Cities of Australia,2022 February,931.00,,0.00,,44181540533,State,,153.115625,-27.503012
0393,Benaraby State School,State School,Open,,,Prep Year,Year 6,Principal,03,08 August 2022,www.benarabyss.eq.edu.au,(07) 4970 4333,N,(07) 4970 4300,,17 O'Connor Road,Benaraby,4680,17 O'Connor Road,Benaraby,,4680,Central Queensland,Flynn,Gladstone,Gladstone (R),Gladstone Hinterland,308051535,Inner Regional Australia,2022 February,122.00,,0.00,,19968719454,State,,151.323819,-24.003765
1631,Benarkin State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.benarkinss.eq.edu.au,(07) 4163 0201,N,,,Scott Street,Benarkin,4314,Scott Street,Benarkin,,4314,Darling Downs South West,Maranoa,Nanango,South Burnett (R),Nanango,319021509,Outer Regional Australia,2022 February,60.00,,0.00,,65323202521,State,,152.141799,-26.884469
2150,Benowa State High School,State High School,Open,,,Year 7,Year 12,Principal,09,26 August 2022,www.benowashs.eq.edu.au,(07) 5582 7333,N,(07) 5582 7300,,Mediterranean Drive,Benowa,4217,PO Box 5733,Gold Coast Mail Centre,,9726,South East,Moncrieff,Southport,Gold Coast (C),Benowa,309101267,Major Cities of Australia,2022 February,1993.00,,0.00,,83679939972,State,,153.388506,-28.004753
0481,Benowa State School,State School,Open,,,Early Childhood,Year 6,Principal,06,26 August 2022,www.benowass.eq.edu.au,(07) 5510 4333,N,,,314-358 Benowa Road,Benowa,4217,314-358 Benowa Road,Benowa,,4217,South East,Moncrieff,Southport,Gold Coast (C),Benowa,309101267,Major Cities of Australia,2022 February,878.00,,22.00,,35924712636,State,,153.391147,-28.007731
0452,Bentley Park College,State School,Open,,,Prep Year,Year 12,Principal,09,15 July 2022,www.bentleyparkcollege.eq.edu.au,(07) 4040 8111,N,(07) 4040 8100,,McLaughlin Road,Bentley Park,4869,PO Box 289,Edmonton,,4869,Far North Queensland,Kennedy,Mulgrave,Cairns (R),Bentley Park,306021144,Outer Regional Australia,2022 February,1681.00,,0.00,,60185065962,State,,145.740081,-17.009376
1867,Berrinba East State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.berrinbaeastss.eq.edu.au,(07) 3489 6777,N,,,165 Bardon Road,Berrinba,4117,PO Box 138,Kingston,,4114,South East,Rankin,Woodridge,Logan (C),Logan Central,311061331,Major Cities of Australia,2022 February,411.00,,0.00,,12686828676,State,,153.097758,-27.652127
1546,Berserker Street State School,State School,Open,,,Prep Year,Year 6,Principal,05,09 June 2022,www.berserkerstreetss.eq.edu.au,(07) 4999 0333,N,(07) 4999 0300,,Berserker Street,Berserker,4701,PO Box 9911,Frenchville,North Rockhampton,4701,Central Queensland,Capricornia,Rockhampton,Rockhampton (R),Berserker,308031205,Inner Regional Australia,2022 February,356.00,,0.00,,89162515520,State,,150.529910,-23.365464
0996,Biboohra State School,State School,Open,,,Prep Year,Year 6,Principal,02,15 July 2022,www.biboohrass.eq.edu.au,(07) 4086 9333,N,(07) 4093 2627,,Petersen Street,Biboohra,4880,PO Box 269,Mareeba,,4880,Far North Queensland,Kennedy,Cook,Mareeba (S),Tablelands,315011400,Outer Regional Australia,2022 February,73.00,,0.00,,15377849038,State,,145.419140,-16.915896
1663,Biddeston State School,State School,Open,,,Prep Year,Year 6,Principal,02,25 March 2022,www.biddestonss.eq.edu.au,(07) 4691 6145,N,,,2425 Cecil Plains Road,Biddeston,4401,2425 Cecil Plains Road,Biddeston via Oakey,,4401,Darling Downs South West,Groom,Condamine,Toowoomba (R),Jondaryan,307021180,Inner Regional Australia,2022 February,49.00,,0.00,,63965437256,State,,151.697336,-27.554140
0666,Biggenden State School,State School,Open,,,Prep Year,Year 10,Principal,03,08 August 2022,www.biggendenss.eq.edu.au,(07) 4127 6333,N,(07) 4127 6300,,Frederick Street,Biggenden,4621,PO Box 15,Biggenden,,4621,Central Queensland,Flynn,Callide,North Burnett (R),Gayndah - Mundubbera,319021503,Outer Regional Australia,2022 February,111.00,,0.00,,23845634188,State,,152.047434,-25.510709
0065,Biggera Waters State School,State School,Open,,,Prep Year,Year 6,Principal,06,26 August 2022,www.biggerawatersss.eq.edu.au,(07) 5573 9222,N,(07) 5529 0250,,Cnr Morala Avenue & Coombabah Road,Biggera Waters,4216,Cnr Morala Avenue & Coombabah Road,Biggera Waters,,4216,South East,Fadden,Broadwater,Gold Coast (C),Biggera Waters,309031236,Major Cities of Australia,2022 February,776.00,,0.00,,32064938586,State,,153.397355,-27.927255
2085,Biloela State High School,State High School,Open,,,Year 7,Year 12,Principal,06,13 May 2022,www.biloelashs.eq.edu.au,(07) 4992 8666,N,,,Cnr Scoria Street & Gladstone Road,Biloela,4715,Locked Mail Bag 2,Biloela,,4715,Central Queensland,Flynn,Callide,Banana (S),Biloela,308041529,Outer Regional Australia,2022 February,563.00,,0.00,,53568423476,State,,150.517836,-24.398895
1822,Biloela State School,State School,Open,,,Early Childhood,Year 6,Principal,04,13 May 2022,www.biloelass.eq.edu.au,(07) 4992 8888,N,,,48 Rainbow Street,Biloela,4715,PO Box 395,Biloela,,4715,Central Queensland,Flynn,Callide,Banana (S),Biloela,308041529,Outer Regional Australia,2022 February,341.00,,11.00,,97549864419,State,,150.516145,-24.398384
1397,Binjour Plateau State School,State School,Open,,,Prep Year,Year 6,Principal,01,08 August 2022,www.binjourplateauss.eq.edu.au,(07) 4161 3158,N,,,18401 Burnett Highway,Binjour,4625,MS 498,Gayndah,,4625,Central Queensland,Flynn,Callide,North Burnett (R),Gayndah - Mundubbera,319021503,Outer Regional Australia,2022 February,9.00,,0.00,,76252392980,State,,151.456646,-25.515779
1679,Birdsville State School,State School,Open,,,Early Childhood,Year 6,Principal,01,02 September 2022,www.birdsvilless.eq.edu.au,(07) 4656 3233,Y,,,Adelaide Street,Birdsville,4482,Adelaide Street,Birdsville,,4482,Central Queensland,Maranoa,Gregory,Diamantina (S),Far Central West,315031410,Very Remote Australia,2022 February,2.00,,0.00,,84936990593,State,,139.352702,-25.898441
1915,Birkdale South State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.birkdalesouthss.eq.edu.au,(07) 3820 4333,N,(07) 3820 4300,,451 Old Cleveland Road East,Birkdale,4159,451 Old Cleveland Road East,Birkdale,,4159,South East,Bowman,Capalaba,Redland (C),Birkdale,301011003,Major Cities of Australia,2022 February,516.00,,0.00,,56642071659,State,,153.212623,-27.505887
1545,Birkdale State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.birkdaless.eq.edu.au,(07) 3286 0777,N,(07) 3286 0700,,74 Agnes Street,Birkdale,4159,74 Agnes Street,Birkdale,,4159,South East,Bowman,Capalaba,Redland (C),Birkdale,301011003,Major Cities of Australia,2022 February,492.00,,0.00,,90357668441,State,,153.216116,-27.491200
0299,Blackall State School,State School,Open,,,Prep Year,Year 12,Principal,03,01 November 2022,www.blackallss.eq.edu.au,(07) 4657 7333,N,(07) 4657 7300,,Cnr Hawthorne & Shamrock Streets,Blackall,4472,PO Box 136,Blackall,,4472,Central Queensland,Maranoa,Gregory,Blackall Tambo (R),Barcaldine - Blackall,315031408,Very Remote Australia,2022 February,86.00,,0.00,,80878456168,State,,145.469681,-24.425603
0739,Blackbutt State School,State School,Open,,,Prep Year,Year 6,Principal,03,08 August 2022,www.blackbuttss.eq.edu.au,(07) 4170 2222,N,(07) 4163 0625,,Crofton Street,Blackbutt,4314,Crofton Street,Blackbutt,,4314,Darling Downs South West,Maranoa,Nanango,South Burnett (R),Nanango,319021509,Outer Regional Australia,2022 February,126.00,,0.00,,18680261439,State,,152.103950,-26.890508
1891,Blackwater North State School,State School,Open,,,Early Childhood,Year 6,Principal,05,01 June 2022,www.blackwaternorthss.eq.edu.au,(07) 4980 5333,N,(07) 4980 5300,,William Street,Blackwater,4717,PO Box 327,Blackwater,,4717,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - East,308011190,Outer Regional Australia,2022 February,422.00,,1.00,,71125720767,State,,148.886472,-23.566293
2134,Blackwater State High School,State High School,Open,,,Year 7,Year 12,Principal,05,01 June 2022,www.blackwatershs.eq.edu.au,(07) 4986 9555,N,,,Elm Street,Blackwater,4717,PO Box 148,Blackwater,,4717,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - East,308011190,Outer Regional Australia,2022 February,375.00,,0.00,,83339798065,State,,148.882740,-23.572480
0396,Blackwater State School,State School,Open,,,Prep Year,Year 6,Principal,03,01 June 2022,www.blackwaterss.eq.edu.au,(07) 4986 0111,N,(07) 4986 0100,,Wey Street,Blackwater,4717,PO Box 44,Blackwater,,4717,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - East,308011190,Outer Regional Australia,2022 February,179.00,,0.00,,86396407148,State,,148.877854,-23.583420
1565,Blair State School,State School,Open,,,Prep Year,Year 6,Principal,04,13 May 2022,www.blairss.eq.edu.au,(07) 3813 8555,N,,,Cribb Street,Sadliers Crossing,4305,Cribb Street,Sadliers Crossing,,4305,Metropolitan,Blair,Ipswich,Ipswich (C),Ipswich - Central,310031286,Major Cities of Australia,2022 February,368.00,,0.00,,75062992738,State,,152.748501,-27.612002
0316,Blenheim State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.blenheimss.eq.edu.au,(07) 5466 9555,N,,,81 Blenheim Road,Blenheim,4341,81 Blenheim Road,Blenheim,,4341,Darling Downs South West,Wright,Lockyer,Lockyer Valley (R),Lockyer Valley - East,310021280,Inner Regional Australia,2022 February,47.00,,0.00,,15578613937,State,,152.331787,-27.650135
0952,Bli Bli State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 June 2022,www.blibliss.eq.edu.au,(07) 5458 2111,N,(07) 5458 2100,,School Road,Bli Bli,4560,School Road,Bli Bli,,4560,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Bli Bli,316071545,Major Cities of Australia,2022 February,663.00,,0.00,,79427568470,State,,153.031973,-26.613764
